Date,BTC_Price,MVRV
2011-06-06 0:00,18.37141429,7.734654813
2011-06-07 0:00,23.39698837,9.754882406
2011-06-08 0:00,29.64085385,11.30247898
2011-06-09 0:00,28.9407,9.525782156
2011-06-10 0:00,23.86174118,6.863398156
2011-06-11 0:00,14.6512,3.447604715
2011-06-12 0:00,18.71959,4.581316466
2011-06-13 0:00,19.40927222,4.526872921
2011-06-14 0:00,19.32056429,4.228259773
2011-06-15 0:00,19.49,4.024390256
2011-06-16 0:00,17.363818,3.396155241
2011-06-17 0:00,15.83406429,2.783124454
2011-06-18 0:00,16.87666667,3.03494281
2011-06-19 0:00,17.40546727,3.120279728
2011-06-20 0:00,17.47955827,3.07592334
2011-06-21 0:00,17.85048297,3.092051846
2011-06-22 0:00,17.90628711,3.05567985
2011-06-23 0:00,18.1683976,3.050113889
2011-06-24 0:00,18.58539606,3.107687954
2011-06-25 0:00,17.94327564,2.902883476
2011-06-26 0:00,16.36643857,2.458057104
2011-06-27 0:00,16.75006667,2.505318209
2011-06-28 0:00,16.9430025,2.510328208
2011-06-29 0:00,16.89983333,2.471242437
2011-06-30 0:00,16.15359813,2.252682224
2011-07-01 0:00,15.36332818,2.034471591
2011-07-02 0:00,15.4,2.033134161
2011-07-03 0:00,15.44039667,2.029831728
2011-07-04 0:00,13.820056,1.63499437
2011-07-05 0:00,12.88680563,1.354887215
2011-07-06 0:00,14.76707111,1.834355969
2011-07-07 0:00,14.77007846,1.854758674
2011-07-08 0:00,14.31377,1.703110049
2011-07-09 0:00,14.3775,1.716690526
2011-07-10 0:00,14.74739,1.751236942
2011-07-11 0:00,14.21099842,1.651199558
2011-07-12 0:00,14.01648167,1.598025181
2011-07-13 0:00,13.95429429,1.573595728
2011-07-14 0:00,13.997809,1.583235582
2011-07-15 0:00,13.81,1.524584828
2011-07-16 0:00,13.71904857,1.499123119
2011-07-17 0:00,13.16791875,1.363976946
2011-07-18 0:00,13.42307148,1.570967057
2011-07-19 0:00,13.84199375,1.581257628
2011-07-20 0:00,13.69313485,1.557442965
2011-07-21 0:00,13.612104,1.536608233
2011-07-22 0:00,13.69542,1.549041091
2011-07-23 0:00,13.68,1.541084132
2011-07-24 0:00,13.98001,1.604660432
2011-07-25 0:00,14.0026,1.60829306
2011-07-26 0:00,13.88117,1.562398197
2011-07-27 0:00,13.9076,1.560494897
2011-07-28 0:00,13.48190667,1.461082375
2011-07-29 0:00,13.51439636,1.465375984
2011-07-30 0:00,13.53281316,1.460887733
2011-07-31 0:00,13.37989333,1.422522788
2011-08-01 0:00,13.095602,1.326120477
2011-08-02 0:00,12.060019,1.165377745
2011-08-03 0:00,9.26005,0.506944107
2011-08-04 0:00,10.74366333,0.836400742
2011-08-05 0:00,9.7726675,0.60096353
2011-08-06 0:00,6.511275455,-0.125431086
2011-08-07 0:00,8.166288293,0.279269182
2011-08-08 0:00,7.829855,0.239807267
2011-08-09 0:00,9.74886069,0.592303912
2011-08-10 0:00,10.01468625,0.72983687
2011-08-11 0:00,9.45624,0.603908016
2011-08-12 0:00,9.46034,0.604248282
2011-08-13 0:00,10.12333966,0.747669678
2011-08-14 0:00,10.74426462,0.901620306
2011-08-15 0:00,11.138136,0.974889555
2011-08-16 0:00,10.958955,0.929683731
2011-08-17 0:00,10.99306667,0.934847605
2011-08-18 0:00,10.84701769,0.897493039
2011-08-19 0:00,11.65,1.092808928
2011-08-20 0:00,11.450998,1.029697877
2011-08-21 0:00,11.323212,0.998951254
2011-08-22 0:00,10.94076474,0.923275727
2011-08-23 0:00,10.927407,0.907777618
2011-08-24 0:00,10.8506,0.890331433
2011-08-25 0:00,9.68413971,0.575169618
2011-08-26 0:00,8.179189444,0.26812359
2011-08-27 0:00,8.5902,0.447920117
2011-08-28 0:00,9.078464286,0.557694247
2011-08-29 0:00,8.96809375,0.535867284
2011-08-30 0:00,8.795466,0.496924184
2011-08-31 0:00,8.22353625,0.365814043
2011-09-01 0:00,8.22888375,0.375068265
2011-09-02 0:00,8.62278,0.465827745
2011-09-03 0:00,8.479,0.419526785
2011-09-04 0:00,8.178713571,0.3643925
2011-09-05 0:00,7.629207143,0.241404438
2011-09-06 0:00,6.864676667,0.078868743
2011-09-07 0:00,7.186077778,0.147415213
2011-09-08 0:00,6.533122,0.012285951
2011-09-09 0:00,5.05558,-0.306413928
2011-09-10 0:00,4.764342,-0.379824867
2011-09-11 0:00,5.914224167,-0.085425677
2011-09-12 0:00,6.061434286,-0.02710603
2011-09-13 0:00,5.8,-0.078885954
2011-09-14 0:00,5.619543333,-0.139762435
2011-09-15 0:00,4.805915714,-0.300882941
2011-09-16 0:00,4.811,-0.296379596
2011-09-17 0:00,4.7647,-0.305788169
2011-09-18 0:00,5.238233333,-0.197985308
2011-09-19 0:00,5.462770769,-0.133952177
2011-09-20 0:00,6.114797273,0.002285201
2011-09-21 0:00,5.660935625,-0.10049055
2011-09-22 0:00,5.473564,-0.139906387
2011-09-23 0:00,5.557576364,-0.120674672
2011-09-24 0:00,5.471526667,-0.140413658
2011-09-25 0:00,5.33183,-0.170044414
2011-09-26 0:00,4.86916,-0.267506926
2011-09-27 0:00,4.709366667,-0.302917548
2011-09-28 0:00,4.7093475,-0.301789633
2011-09-29 0:00,4.7846225,-0.283761689
2011-09-30 0:00,5.149056667,-0.202316309
2011-10-01 0:00,5.0181025,-0.228443661
2011-10-02 0:00,5.02701,-0.230792264
2011-10-03 0:00,5.02401,-0.223817624
2011-10-04 0:00,4.96,-0.237784196
2011-10-05 0:00,4.879936667,-0.255125666
2011-10-06 0:00,4.734425,-0.286430698
2011-10-07 0:00,4.2728,-0.390869843
2011-10-08 0:00,4.00587,-0.451016985
2011-10-09 0:00,4.10288,-0.424386816
2011-10-10 0:00,4.086946667,-0.435918387
2011-10-11 0:00,3.959153333,-0.437625154
2011-10-12 0:00,4.15,-0.400865975
2011-10-13 0:00,4.04615,-0.431286029
2011-10-14 0:00,3.98794,-0.442983471
2011-10-15 0:00,3.848035,-0.475974797
2011-10-16 0:00,3.572374444,-0.531512839
2011-10-17 0:00,2.554464,-0.749919704
2011-10-18 0:00,2.409323333,-0.800153629
2011-10-19 0:00,2.262255714,-0.830057339
2011-10-20 0:00,2.348005,-0.801467157
2011-10-21 0:00,2.562545,-0.749152074
2011-10-22 0:00,3.138733333,-0.589225327
2011-10-23 0:00,3.164690301,-0.607422001
2011-10-24 0:00,2.538475833,-0.75358296
2011-10-25 0:00,2.773611667,-0.697357223
2011-10-26 0:00,2.77301,-0.690240642
2011-10-27 0:00,3.040114211,-0.644231358
2011-10-28 0:00,3.185198,-0.596702873
2011-10-29 0:00,3.56826,-0.496692851
2011-10-30 0:00,3.2624975,-0.578122261
2011-10-31 0:00,3.243748333,-0.581834699
2011-11-01 0:00,3.163762,-0.607871063
2011-11-02 0:00,3.253693333,-0.578881702
2011-11-03 0:00,3.1555,-0.594823178
2011-11-04 0:00,3.05545,-0.607189437
2011-11-05 0:00,2.972505,-0.642179453
2011-11-06 0:00,2.959772,-0.642888411
2011-11-07 0:00,3.006116667,-0.633648901
2011-11-08 0:00,3.045683333,-0.624373549
2011-11-09 0:00,2.948212857,-0.60583726
2011-11-10 0:00,2.847718846,-0.627540722
2011-11-11 0:00,3.073526923,-0.574062168
2011-11-12 0:00,3.03099,-0.584524852
2011-11-13 0:00,2.99599,-0.595554686
2011-11-14 0:00,2.142239487,-0.796718667
2011-11-15 0:00,2.324486197,-0.755360033
2011-11-16 0:00,2.567874444,-0.615782206
2011-11-17 0:00,2.25,-0.679944045
2011-11-18 0:00,2.051027143,-0.697920184
2011-11-19 0:00,2.1994325,-0.684351258
2011-11-20 0:00,2.19987,-0.683552366
2011-11-21 0:00,2.28936,-0.660668223
2011-11-22 0:00,2.326955,-0.652919854
2011-11-23 0:00,2.332055,-0.647972052
2011-11-24 0:00,2.427627826,-0.626590898
2011-11-25 0:00,2.493312857,-0.612511667
2011-11-26 0:00,2.47003,-0.612825015
2011-11-27 0:00,2.476975455,-0.611908084
2011-11-28 0:00,2.547295294,-0.582991469
2011-11-29 0:00,2.750195,-0.530172052
2011-11-30 0:00,2.94431,-0.493347523
2011-12-01 0:00,3.068399583,-0.460340218
2011-12-02 0:00,3.110931538,-0.45734499
2011-12-03 0:00,2.783709024,-0.523272405
2011-12-04 0:00,2.828096667,-0.518635491
2011-12-05 0:00,2.85107,-0.512797386
2011-12-06 0:00,3.03351,-0.470740172
2011-12-07 0:00,2.973728571,-0.473300147
2011-12-08 0:00,2.988714,-0.47359794
2011-12-09 0:00,2.962285,-0.483597696
2011-12-10 0:00,3.05437625,-0.458639285
2011-12-11 0:00,3.25089125,-0.413201579
2011-12-12 0:00,3.145873,-0.430188589
2011-12-13 0:00,3.2499,-0.412761238
2011-12-14 0:00,3.147667778,-0.443800636
2011-12-15 0:00,3.201991667,-0.422649264
2011-12-16 0:00,3.206595,-0.424385628
2011-12-17 0:00,3.200023333,-0.424474666
2011-12-18 0:00,3.192505,-0.426708324
2011-12-19 0:00,3.523875,-0.344449401
2011-12-20 0:00,3.981072424,-0.233698507
2011-12-21 0:00,3.8821,-0.260500149
2011-12-22 0:00,3.90823625,-0.255402657
2011-12-23 0:00,3.94678,-0.249271185
2011-12-24 0:00,3.94,-0.249314504
2011-12-25 0:00,4.225,-0.175116131
2011-12-26 0:00,4.011599412,-0.235539676
2011-12-27 0:00,4.107745,-0.206432263
2011-12-28 0:00,4.183901479,-0.188003631
2011-12-29 0:00,4.166566667,-0.188762291
2011-12-30 0:00,4.247842857,-0.172734312
2011-12-31 0:00,4.721629091,-0.052625665
2012-01-01 0:00,5.278399091,0.087925952
2012-01-02 0:00,5.21678,0.073633072
2012-01-03 0:00,4.883427778,-0.017987289
2012-01-04 0:00,5.58749,0.165288019
2012-01-05 0:00,6.982924815,0.513917322
2012-01-06 0:00,6.696863333,0.430608649
2012-01-07 0:00,6.811656667,0.459079112
2012-01-08 0:00,7.130090769,0.538598769
2012-01-09 0:00,6.316295,0.289849494
2012-01-10 0:00,6.4496876,0.352480551
2012-01-11 0:00,6.899966667,0.466635329
2012-01-12 0:00,6.797846667,0.397108696
2012-01-13 0:00,6.413502074,0.335814777
2012-01-14 0:00,6.750015,0.417574952
2012-01-15 0:00,7.027560909,0.485769098
2012-01-16 0:00,6.648461905,0.384762173
2012-01-17 0:00,5.567307609,0.113420077
